sep=;
Version CSV1|Tool CLUSTERCONTROLLER|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2

;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901501309 (Com Gateway SN: 1901501309)
01.06.2019 07:05;1029,04;116;99,40;96,97;0,00;282;49,92;1,00;1453,69;667,97;716,03;0,41;0,148;;;;;216,41;226,08;231,86;0,423;0,423;0,488;0,488;0,459;0,459;272;105;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,30;0;51,5;0,6;0;0;0,093;0,093;0,1;0,1;0,1;0,1;Ok;0,00;2;136,40;0;51,9;0,1;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;137,60;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;837,73;104;71,70;69,94;0,00;366;49,82;1,00;1453,69;676,73;740,79;0,496;0,181;0,536;216,17;226,24;228,36;0,54;0,54;0,609;0,609;0,566;0,566;334;133;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:10;1029,08;116;99,49;97,05;0,00;366;49,82;1,00;1453,69;676,73;740,79;0,496;0,181;;;;;216,17;226,24;228,36;0,54;0,54;0,609;0,609;0,566;0,566;334;133;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,40;0;51,5;0,6;0;0;0,1;0,1;0,086;0,086;0,1;0,1;Ok;0,00;2;136,50;0;51,9;0,15;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;137,70;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;837,77;104;71,79;70,03;0,00;443;49,96;1,00;1453,69;708,45;770,44;0,562;0,211;0,576;216,33;227,24;227,96;0,645;0,645;0,718;0,718;0,672;0,672;397;161;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:15;1029,12;116;99,57;97,14;0,00;443;49,96;1,00;1453,69;708,45;770,44;0,562;0,211;;;;;216,33;227,24;227,96;0,645;0,645;0,718;0,718;0,672;0,672;397;161;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,40;0;51,5;0,6;0;0;0,093;0,093;0,086;0,086;0,1;0,1;Ok;0,00;2;136,50;0;51,9;0,12;0;0;0;0;0,1;0,1;0,014;0,014;Ok;0,30;2;137,80;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;837,81;104;71,87;70,11;0,00;525;49,95;1,00;1453,69;747,38;778,07;0,613;0,239;0,641;217;226,96;229,65;0,756;0,756;0,831;0,831;0,782;0,782;456;184;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:20;1029,17;116;99,65;97,22;0,00;525;49,95;1,00;1453,69;747,38;778,07;0,613;0,239;;;;;217;226,96;229,65;0,756;0,756;0,831;0,831;0,782;0,782;456;184;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,50;0;51,5;0,6;0;0;0,1;0,1;0,072;0,072;0,1;0,1;Ok;0,00;2;136,60;0;51,9;0,12;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;137,80;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;837,86;104;71,95;70,19;0,00;601;50,06;2,00;1453,69;766,5;779,01;0,67;0,271;0,69;216,49;227,56;231,36;0,864;0,864;0,938;0,938;0,884;0,884;512;210;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:25;1029,23;116;99,74;97,30;0,00;601;50,06;2,00;1453,69;766,5;779,01;0,67;0,271;;;;;216,49;227,56;231,36;0,864;0,864;0,938;0,938;0,884;0,884;512;210;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,60;0;51,5;0,6;0;0;0,079;0,079;0,1;0,1;0,1;0,1;Ok;0,00;2;136,70;0;51,9;0,09;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;137,90;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;837,92;104;72,04;70,28;0,00;692;49,98;2,00;1453,69;770,21;786,36;0,737;0,293;0,749;215,35;226,24;230,19;1,004;1,004;1,089;1,089;1,019;1,019;563;229;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:30;1029,31;116;99,82;97,39;0,00;692;49,98;2,00;1453,69;770,21;786,36;0,737;0,293;;;;;215,35;226,24;230,19;1,004;1,004;1,089;1,089;1,019;1,019;563;229;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,70;0;51,5;0,6;0;0;0,05;0,05;0,079;0,079;0,1;0,1;Ok;0,00;2;136,80;0;51,9;0,11;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;138,00;0;49,9;0,29;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;838,00;104;72,12;70,36;0,00;1019;49,95;2,00;1453,69;361,12;822,66;3,792;0,328;5,34;215,23;225,75;230,25;1,485;1,485;1,574;1,574;1,51;1,51;914;268;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:35;1029,45;116;99,90;97,47;0,00;1019;49,95;8,00;1453,69;361,12;822,66;3,792;0,328;;;;;215,23;225,75;230,25;1,485;1,485;1,574;1,574;1,51;1,51;914;268;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,80;0;51,5;0,6;0;0;0,064;0,064;0,086;0,086;0,1;0,1;Ok;0,00;2;136,90;0;51,9;0,08;0;0;0;0;0,1;0,1;0,007;0,007;Ok;0,30;2;138,10;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;838,14;104;72,20;70,44;0,00;1727;49,92;8,00;1453,69;283,24;610,07;4,818;1,12;4,21;215,03;225,06;229,85;2,55;2,55;2,618;2,618;2,579;2,579;1308;505;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:40;1029,72;116;99,99;97,55;0,00;1727;49,92;2,00;1453,69;283,24;610,07;4,818;1,12;;;;;215,03;225,06;229,85;2,55;2,55;2,618;2,618;2,579;2,579;1308;505;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,90;0;51,5;0,6;0;0;0,036;0,036;0,093;0,093;0,1;0,1;Ok;0,00;2;137,00;0;51,9;0,09;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;138,20;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;838,42;104;72,29;70,53;0,00;3348;49,93;2,00;1453,69;475,76;613,18;4,425;2,097;4,58;216,14;225,63;230,59;4,96;4,96;4,998;4,998;4,986;4,986;2108;1287;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:45;1030,11;116;100,07;97,64;0,00;3348;49,93;2,00;1453,69;475,76;613,18;4,425;2,097;;;;;216,14;225,63;230,59;4,96;4,96;4,998;4,998;4,986;4,986;2108;1287;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;136,90;0;51,5;0,6;0;0;0,057;0,057;0,086;0,086;0,1;0,1;Ok;0,00;2;137,00;0;51,9;0,06;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;138,30;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;838,80;104;72,37;70,61;0,00;4624;49,93;2,00;1453,69;619,43;811,61;4,866;2,235;4,992;216,46;226,29;230,87;6,844;6,844;6,89;6,89;6,865;6,865;2995;1813;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:50;1030,54;116;100,15;97,72;0,00;4624;49,93;2,00;1453,69;619,43;811,61;4,866;2,235;;;;;216,46;226,29;230,87;6,844;6,844;6,89;6,89;6,865;6,865;2995;1813;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;137,00;0;51,5;0,6;0;0;0,093;0,093;0,079;0,079;0,1;0,1;Ok;0,00;2;137,10;0;51,9;0,09;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;138,30;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;839,23;104;72,45;70,69;0,00;5226;49,88;2,00;1453,69;669,41;811,69;5,182;2,409;5,355;216,76;227,08;231,91;7,712;7,712;7,753;7,753;7,745;7,745;3468;1954;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 07:55;1031,01;116;100,24;97,80;0,00;5226;49,88;2,00;1453,69;669,41;811,69;5,182;2,409;;;;;216,76;227,08;231,91;7,712;7,712;7,753;7,753;7,745;7,745;3468;1954;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;137,10;0;51,5;0,6;0;0;0,086;0,086;0,1;0,1;0,1;0,1;Ok;0,00;2;137,20;0;51,9;0,09;0;0;0;0;0,1;0,1;0;0;Ok;0,30;2;138,40;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;839,70;104;72,54;70,78;0,00;5576;50,08;2,00;1453,69;674,11;816,24;5,556;2,54;5,726;216,57;227,82;232,43;8,219;8,219;8,253;8,253;8,255;8,255;3721;2072;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 08:00;1031,54;116;100,32;97,89;0,00;5576;50,08;1,00;1453,69;674,11;816,24;5,556;2,54;;;;;216,57;227,82;232,43;8,219;8,219;8,253;8,253;8,255;8,255;3721;2072;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;137,20;0;51,5;0,6;0;0;0,022;0,022;0,1;0,1;0,1;0,1;Ok;0,00;2;137,30;0;51,9;0,08;0;0;0;0;0,1;0,1;0,007;0,007;Ok;0,30;2;138,50;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;840,24;104;72,62;70,86;0,00;6500;50,05;1,00;1453,69;658,07;814,47;6,948;2,688;8,099;216,59;228,49;233,29;9,568;9,568;9,584;9,584;9,599;9,599;4549;2188;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 08:05;1032,20;116;100,40;97,97;0,00;6500;50,05;1,00;1453,69;658,07;814,47;6,948;2,688;;;;;216,59;228,49;233,29;9,568;9,568;9,584;9,584;9,599;9,599;4549;2188;Ok;NonePrio;None;None;0;0;0;2,09;0;0,00;2;137,30;0;51,5;0,6;0;0;0,043;0,043;0,1;0,1;0,1;0,1;Ok;0,00;2;137,40;0;51,9;0,05;0;0;0;0;0,1;0,1;0,022;0,022;Ok;0,30;2;138,60;0;49,9;0,3;0;0;0,1;0,1;0,2;0,2;0,1;0,1;Ok;;;;;Ok;;;840,90;104;72,70;70,94;0,00;7929;50,07;1,00;1453,69;688,98;807,04;8,558;2,863;8,764;218,2;228,71;233,08;11,649;11,649;11,65;11,65;11,691;11,691;5895;2309;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
